trip_distance,passenger_count,tip_amount
7.3,1,0.0
2.8,5,2.37
1.49,1,0.0
0.53,1,0.88
1.2,1,1.85
2.35,3,2.7
1.45,1,2.26
1.13,1,2.64
1.37,5,2.46
1.61,1,0.0
1.09,1,0.0
3.38,1,2.2
1.06,1,3.86
1.49,1,1.0
0.31,1,1.02
9.96,1,8.78
0.73,1,0.0
3.45,1,0.0
3.26,3,3.86
2.33,1,2.76
2.23,1,2.66
1.1,1,2.16
0.8,1,0.0
1.12,6,2.79
0.58,1,1.4
0.79,1,6.09
1.2,1,2.8
1.1,1,0.0
1.54,1,0.0
1.84,1,2.46
0.8,1,2.16
3.24,1,0.0
0.8,1,0.0
1.38,1,2.76
5.18,1,5.56
0.85,1,0.0
0.79,1,0.0
3.9,1,0.0
2.1,1,1.5
1.0,1,3.0
0.95,1,1.76
4.26,1,4.06
3.15,2,3.76
2.7,1,2.85
0.79,3,0.0
1.17,2,2.26
0.37,1,1.46
0.9,1,1.85
1.43,1,2.26
0.6,1,1.7
1.54,1,2.36
0.8,1,2.0
5.7,1,5.25
0.62,1,2.79
0.01,1,0.0
1.09,1,2.46
2.03,5,0.0
1.36,2,2.56
0.5,1,0.0
5.12,1,3.5
1.6,1,2.35
1.2,1,2.25
2.32,1,3.95
0.55,2,1.46
1.39,2,2.26
17.74,5,12.28
1.4,1,0.0
1.05,1,1.86
2.1,1,0.0
1.04,1,1.86
0.6,1,2.45
2.47,1,3.16
1.34,4,1.0
15.08,1,0.0
0.4,1,1.0
0.96,5,1.96
0.91,3,1.76
1.8,2,1.0
0.3,1,0.75
0.8,1,2.06
5.45,1,4.36
3.0,2,4.36
0.48,1,2.2
2.1,2,1.0
0.58,1,0.0
10.84,1,0.0
1.3,1,0.0
2.32,1,0.0
0.65,1,2.08
8.1,1,0.0
2.31,1,1.98
4.8,1,0.0
16.92,1,0.0
1.2,1,0.0
1.8,1,0.0
10.06,2,11.1
1.78,1,1.62
2.07,2,2.66
3.1,1,0.0
1.1,2,3.0
1.0,1,0.0
0.7,1,0.0
0.82,1,1.86
3.69,1,0.0
4.15,1,6.09
1.44,1,3.54
0.6,1,0.0
1.6,2,0.0
1.2,1,2.15
1.24,1,0.0
1.05,1,0.0
1.31,1,0.0
1.4,1,2.65
1.7,1,0.0
0.79,1,2.06
0.76,1,0.0
0.4,3,1.7
0.96,3,0.0
3.83,1,2.0
0.96,2,2.26
0.68,1,0.0
7.48,1,6.76
9.8,1,6.0
2.6,1,4.05
3.43,1,2.0
0.6,1,1.0
1.2,1,1.13
0.5,1,1.7
1.2,1,3.05
0.64,2,1.47
2.58,1,0.0
0.51,1,1.76
1.5,1,1.0
11.5,0,9.25
3.36,1,4.36
9.78,4,5.0
4.3,1,0.0
2.35,1,2.5
1.3,1,3.5
0.4,1,1.75
0.76,1,1.0
1.12,1,0.0
1.04,2,1.0
1.19,1,2.36
1.31,1,0.0
10.3,1,9.75
0.87,1,1.96
1.1,1,2.15
0.61,1,1.25
5.22,1,5.46
3.85,1,2.97
3.1,1,3.86
1.8,1,2.76
2.5,1,1.2
3.8,1,3.65
1.3,1,0.0
1.36,2,2.46
2.02,1,3.36
1.84,2,2.56
0.8,2,2.9
1.7,1,1.0
0.49,1,1.66
2.0,1,4.08
6.1,1,0.0
1.2,1,2.0
8.4,1,9.2
0.4,1,1.25
1.26,4,2.26
2.96,2,0.0
2.19,1,0.0
7.26,2,6.06
0.0,1,0.0
1.14,3,2.45
0.77,1,1.57
3.2,1,4.45
2.2,1,3.06
1.03,1,2.33
1.13,1,2.06
1.93,1,3.84
5.98,6,4.76
2.2,1,2.0
5.46,2,0.0
7.4,1,12.25
1.66,1,2.36
2.71,1,2.22
6.87,5,6.2
1.3,1,2.45
0.64,1,1.0
4.25,1,0.0
1.28,1,0.0
5.39,1,2.83
1.76,2,1.5
0.99,1,1.54
1.83,1,3.08
1.3,3,2.16
3.15,1,2.86
1.6,1,0.0
1.27,3,2.26
7.71,2,6.82
3.74,3,3.2
5.86,1,4.0
0.6,1,0.0
2.9,1,2.96
3.15,1,1.0
4.29,6,4.06
1.98,1,2.36
0.9,1,2.9
14.63,1,0.0
1.91,1,2.26
3.9,1,3.0
3.1,1,3.7
2.51,1,2.66
8.6,1,0.0
1.51,1,2.0
0.48,1,0.0
1.58,1,1.0
2.63,1,2.86
5.81,3,2.0
1.24,1,2.16
17.62,1,13.82
4.23,1,2.7
2.14,1,2.66
0.65,1,0.0
2.6,1,1.0
2.21,1,0.0
0.94,1,1.0
1.26,3,0.0
8.21,1,4.0
1.91,1,3.33
0.51,3,1.76
0.6,1,2.9
0.5,1,2.0
5.69,3,5.26
1.41,1,1.77
0.83,1,1.56
4.64,1,3.76
2.06,1,3.36
1.45,3,1.0
1.09,1,2.76
0.64,1,1.0
1.1,1,0.0
0.67,6,0.0
0.5,0,1.0
0.7,1,2.25
5.85,1,0.0
0.4,1,0.0
1.31,1,3.06
1.22,1,0.0
2.75,1,0.0
0.87,4,1.0
10.33,1,10.73
7.75,1,6.98
20.05,1,0.0
2.0,2,4.35
0.62,1,1.56
0.4,1,1.8
6.3,1,0.0
1.54,1,2.46
0.98,4,1.86
2.46,2,2.66
2.3,1,3.15
2.4,1,2.66
0.71,1,0.0
2.45,1,0.0
1.96,5,2.0
7.03,1,5.46
1.55,1,2.18
0.6,1,1.0
1.3,1,0.0
0.0,1,0.0
0.55,1,1.76
0.92,1,0.93
1.83,2,3.26
1.52,1,0.0
1.7,6,0.0
0.96,1,2.64
1.28,1,2.7
1.6,1,2.35
1.0,1,0.0
1.5,1,0.0
0.6,1,1.0
1.77,1,3.2
1.35,1,0.0
1.44,2,2.66
1.57,4,0.0
1.9,6,0.0
1.85,1,1.53
0.81,6,2.2
4.3,1,3.56
18.32,1,0.0
5.04,3,4.76
0.9,2,1.0
1.37,5,0.0
1.5,1,2.85
2.29,1,2.77
1.5,1,2.15
1.3,1,2.86
18.3,3,0.0
1.5,1,1.5
0.15,1,0.0
1.7,1,0.0
1.82,1,0.0
5.5,1,3.0
0.97,1,0.0
0.52,1,1.0
0.6,1,0.0
0.2,1,0.0
0.9,2,2.05
17.3,1,0.0
2.28,1,1.0
1.09,1,2.46
1.4,3,2.35
2.2,1,0.2
5.1,2,4.96
1.3,1,2.26
0.54,1,1.0
1.7,1,3.25
2.35,2,0.0
0.68,2,0.0
0.35,1,1.7
0.62,1,2.06
1.6,1,2.0
3.47,1,3.56
1.44,2,1.84
0.8,1,1.76
0.78,1,0.0
1.24,2,1.96
0.73,1,1.66
1.0,1,3.05
1.71,1,2.86
1.36,1,2.66
0.9,1,1.0
2.46,2,3.16
1.4,1,2.56
1.01,3,0.0
1.5,3,0.0
0.37,1,0.0
6.66,1,4.17
0.66,1,2.64
2.2,2,0.0
4.93,2,4.26
2.41,3,1.5
0.35,1,1.66
0.59,2,0.0
1.6,1,2.56
3.0,1,4.35
1.1,2,0.0
0.58,1,1.96
1.0,1,2.0
1.42,2,2.46
1.1,1,2.46
4.47,1,3.74
3.2,1,3.46
1.78,1,3.46
2.31,2,3.06
0.55,2,1.08
1.53,1,2.66
1.68,6,0.0
4.9,2,5.25
1.4,1,2.86
2.9,1,0.0
1.25,1,2.86
1.81,1,0.0
1.5,1,2.66
0.4,1,1.65
2.61,2,4.83
0.79,1,1.96
1.31,2,0.0
3.81,2,4.56
0.34,1,0.0
6.07,2,5.56
2.21,1,4.2
12.6,2,0.0
1.33,1,1.0
2.28,1,0.0
0.4,1,1.65
2.89,4,0.0
1.29,1,2.66
9.6,1,13.0
1.72,1,0.0
1.25,1,2.06
0.9,1,1.47
1.25,1,0.0
1.18,6,2.26
0.5,1,1.65
0.12,2,0.0
3.57,1,3.29
0.9,2,1.85
1.06,1,1.96
1.9,1,0.0
1.04,1,0.0
10.07,1,0.0
16.46,4,0.0
3.59,2,3.66
1.1,1,1.0
1.52,4,0.54
2.65,1,2.96
3.91,1,3.36
1.45,2,0.0
1.04,1,2.06
2.66,1,3.16
0.89,1,3.54
1.31,1,2.16
3.31,2,0.0
5.16,3,4.66
3.2,2,3.66
2.05,3,2.56
1.22,1,1.86
4.32,1,4.36
2.75,1,3.26
1.76,1,3.08
1.43,1,2.06
0.8,1,1.65
3.44,1,3.06
2.32,3,2.86
2.85,1,2.0
5.78,1,1.0
18.84,1,9.0
2.02,2,2.66
10.67,1,9.57
1.71,1,2.16
0.75,1,0.0
1.33,1,2.0
1.39,1,2.26
1.12,1,0.0
1.3,1,1.03
2.93,1,0.0
1.94,1,2.56
1.92,1,2.36
1.7,1,0.0
1.45,1,2.16
2.89,1,2.86
1.41,1,0.0
18.91,2,8.84
1.5,1,0.0
2.05,1,1.4
8.67,1,5.66
2.4,1,3.55
2.0,1,2.95
1.65,1,0.0
1.76,1,2.46
0.7,1,1.75
5.19,1,4.2
2.01,1,2.56
1.2,2,0.0
1.3,1,2.45
0.68,1,1.0
3.0,1,0.0
1.58,6,2.46
1.4,1,2.45
0.8,1,1.75
0.4,1,1.66
4.67,1,1.0
2.04,5,3.06
5.51,1,3.92
4.78,1,3.0
1.31,1,2.36
0.48,2,1.46
3.79,2,2.0
0.8,1,0.49
0.85,5,0.0
2.18,2,2.86
3.46,2,0.0
3.34,1,2.5
1.5,1,2.85
0.9,1,2.06
0.57,1,0.7
1.2,1,2.35
1.9,2,0.0
0.6,1,1.5
0.9,1,0.0
0.46,2,1.46
1.8,1,1.5
1.51,1,0.0
2.9,1,4.06
3.86,5,4.76
1.3,1,0.0
0.9,1,0.0
0.0,1,0.0
0.8,1,1.0
1.1,1,0.0
3.46,1,0.0
1.1,1,2.26
0.9,1,0.0
2.27,1,2.66
15.81,1,0.0
1.06,1,1.36
1.4,0,2.7
1.25,4,2.16
0.7,1,1.2
2.4,2,3.45
1.24,6,2.7
2.9,1,3.45
2.4,1,2.95
1.64,6,2.26
9.61,1,7.88
1.39,6,1.7
11.76,2,9.32
0.3,1,2.19
2.32,1,0.0
2.8,2,0.0
1.0,1,3.09
2.3,1,0.0
0.97,1,0.0
0.8,1,1.65
0.9,1,2.0
0.84,1,0.0
4.4,0,5.0
6.07,1,5.18
1.04,1,3.2
2.04,1,3.66
2.88,1,0.0
0.0,1,0.0
1.1,1,1.0
6.7,2,0.0
5.08,1,5.16
0.96,1,0.0
1.54,2,2.56
1.0,1,2.05
0.57,1,0.0
1.0,1,1.96
1.02,1,2.26
0.91,1,0.0
1.16,1,2.16
4.22,2,0.0
1.8,1,1.0
1.9,1,2.0
0.7,1,0.0
0.8,1,0.0
1.0,1,1.36
1.2,1,0.0
1.29,1,0.0
1.09,5,2.26
1.5,1,1.0
2.94,2,3.76
0.38,1,1.36
1.66,1,2.96
1.66,2,0.0
1.5,1,3.26
0.4,2,1.85
6.9,1,5.0
37.99,1,16.63
1.5,2,0.0
3.54,2,3.96
0.81,1,0.0
0.9,1,1.0
1.56,1,2.56
0.93,1,2.26
1.7,1,0.0
1.73,2,2.0
14.23,2,10.56
0.43,4,1.66
11.3,2,9.95
1.74,3,1.38
3.18,1,3.66
1.8,1,2.65
0.4,1,1.85
4.33,1,5.16
2.23,1,1.0
0.75,1,0.0
12.97,3,5.0
1.52,6,0.0
0.86,1,1.4
2.0,1,1.0
4.38,1,0.0
2.1,1,3.26
1.2,1,2.66
0.88,1,2.06
0.81,1,0.0
0.0,1,0.0
1.92,4,0.0
1.82,1,3.2
1.92,2,4.74
0.0,1,0.0
0.77,4,0.0
2.4,1,3.26
0.0,1,2.0
0.4,2,1.0
3.62,1,2.38
0.9,1,1.47
0.6,1,2.2
2.8,1,0.0
1.68,2,2.46
5.06,1,4.56
0.5,2,1.0
1.21,1,2.36
0.9,2,2.05
9.01,3,11.38
0.54,1,2.32
0.51,1,1.5
6.7,1,5.66
2.38,1,3.76
9.1,1,6.0
1.4,1,0.0
8.53,1,9.1
1.37,1,0.0
18.6,1,13.18
1.04,1,2.46
1.8,3,1.0
0.8,1,4.0
0.91,1,1.86
2.6,1,0.0
1.6,1,2.46
0.0,1,2.56
1.33,1,0.0
1.74,5,2.56
15.19,1,10.58
1.8,1,2.46
0.62,5,2.2
9.6,1,8.15
3.03,5,0.0
2.9,1,2.0
3.26,1,0.0
4.1,2,4.15
1.8,3,0.0
2.61,1,1.43
2.43,1,0.0
1.9,1,2.5
0.61,5,1.76
3.08,1,3.76
3.22,1,4.45
0.8,1,2.05
1.07,1,1.47
1.01,5,1.96
1.01,1,0.0
0.56,1,1.56
0.0,1,13.06
2.9,1,3.05
2.82,1,2.96
1.02,1,0.0
1.7,1,1.0
4.0,3,3.95
2.77,1,2.52
3.0,2,0.0
20.25,2,12.98
1.59,1,2.36
3.0,1,5.15
5.7,1,4.35
3.9,1,0.0
0.57,5,1.2
1.47,2,2.06
2.89,1,2.0
2.65,5,0.0
7.2,1,4.79
2.47,1,2.0
2.7,1,2.86
1.46,1,1.0
0.0,0,1.66
1.37,1,1.08
2.24,1,2.56
8.42,1,5.0
0.7,3,1.65
0.5,0,0.0
1.81,1,2.95
1.2,1,0.0
1.72,1,0.0
1.36,1,0.0
1.35,1,1.0
0.86,6,0.0
7.47,1,0.0
1.64,1,0.0
1.3,2,0.0
2.9,1,3.7
1.1,2,2.25
1.64,1,0.0
1.28,1,1.0
5.26,2,5.46
1.9,1,3.3
4.92,5,0.0
0.5,3,1.46
1.77,1,0.0
0.6,0,2.0
7.93,5,0.0
2.6,1,2.0
2.7,2,3.26
3.0,1,1.0
0.6,1,0.8
1.8,1,2.46
1.65,1,0.0
0.68,2,1.96
0.08,1,0.0
3.7,1,3.2
0.87,2,1.96
1.04,5,1.2
1.27,1,0.0
1.0,1,1.0
0.77,2,1.0
0.8,0,1.75
0.63,1,2.06
0.52,1,1.76
11.88,1,4.0
1.72,2,3.54
2.0,1,2.0
0.7,1,1.75
0.9,1,0.0
0.69,1,1.66
8.41,1,7.58
3.92,1,4.26
1.1,1,2.35
0.9,1,1.96
1.2,1,1.0
1.34,1,2.46
2.09,1,3.36
0.7,1,0.0
3.98,1,2.0
11.14,1,0.0
1.6,1,5.34
3.4,1,4.65
0.64,1,1.95
0.5,0,0.0
0.6,2,3.0
7.9,1,6.55
1.01,1,0.0
0.74,1,0.0
0.91,1,1.86
3.8,1,3.7
0.68,2,0.0
6.3,1,6.56
0.9,1,1.86
2.5,1,3.7
0.83,1,1.66
0.23,1,1.26
14.48,1,0.0
9.54,1,0.0
1.36,1,0.44
2.45,2,3.99
1.38,1,1.2
11.25,2,8.58
1.0,1,1.55
0.71,1,1.76
4.83,1,1.0
0.97,1,1.25
2.3,1,3.25
0.6,1,2.19
1.69,2,2.46
0.6,1,1.0
0.81,2,1.26
2.8,2,3.75
8.39,2,9.32
1.39,6,6.2
2.7,1,2.0
0.4,1,1.0
17.23,1,12.28
6.3,1,0.0
0.69,6,1.0
1.89,1,2.96
0.58,1,0.0
0.94,1,2.66
13.62,1,13.2
0.52,1,1.56
0.6,1,0.0
1.9,4,0.0
0.1,1,0.0
1.34,1,0.0
1.2,1,1.0
4.56,2,0.0
0.5,1,1.46
0.3,1,1.0
0.76,1,1.96
1.32,1,1.0
0.2,1,0.0
3.31,3,3.26
0.53,1,1.0
0.99,3,2.7
1.26,6,2.06
1.96,1,0.0
1.7,1,0.0
2.1,1,3.55
9.71,1,8.28
2.77,1,3.0
0.7,1,1.85
1.6,1,2.85
0.7,1,2.05
3.6,2,3.86
1.2,1,1.62
1.14,2,0.0
5.0,1,5.95
0.6,1,2.2
1.05,1,3.39
1.55,1,0.0
2.04,1,0.0
1.2,0,0.0
5.17,6,5.16
8.19,1,7.68
1.7,5,1.5
1.04,1,2.06
17.4,1,5.0
1.4,1,2.0
0.37,3,0.0
0.74,2,0.0
1.7,1,0.0
3.07,1,2.0
1.97,1,0.0
1.1,1,2.15
1.29,2,2.36
1.92,2,1.28
1.1,1,1.5
0.6,2,0.0
0.53,2,0.0
1.59,5,0.0
1.75,2,2.96
6.13,1,5.36
8.21,2,1.5
2.53,1,0.0
1.61,2,1.28
0.72,1,1.0
2.6,2,3.55
1.3,1,2.75
1.39,1,2.36
2.18,1,3.0
1.46,1,1.5
1.67,2,2.0
0.91,1,1.75
1.7,1,2.65
1.78,3,0.0
0.71,1,1.86
0.84,1,1.5
5.32,1,4.96
1.78,5,0.0
0.0,1,0.0
1.81,6,2.96
16.4,2,0.0
14.0,1,0.0
1.58,2,0.0
3.83,1,3.66
2.5,1,0.0
0.44,1,0.0
1.12,1,1.4
2.57,1,2.96
0.86,1,1.76
9.72,6,9.08
2.32,5,3.0
0.94,1,0.0
1.8,1,0.0
6.51,1,6.18
1.5,1,1.92
11.89,1,0.0
4.0,1,3.95
1.4,1,2.75
0.5,1,1.55
5.8,1,3.0
1.74,1,0.0
2.95,2,3.36
2.32,2,0.0
0.8,1,2.05
4.08,6,3.86
1.2,1,2.26
3.51,1,3.66
0.64,1,1.0
2.14,2,1.0
2.85,1,1.6
18.43,2,4.0
0.67,1,0.0
1.42,2,1.77
5.3,2,6.95
1.4,1,2.0
1.71,1,0.0
1.41,4,0.0
0.67,4,1.96
1.48,2,1.75
1.2,1,1.5
4.24,1,4.0
0.0,1,50.0
0.6,1,1.0
6.46,1,6.26
0.7,1,1.85
6.46,2,6.18
0.6,1,0.0
3.2,5,2.0
1.52,2,1.5
0.34,2,1.82
1.45,3,2.26
1.68,2,2.46
0.81,1,1.76
8.38,1,6.36
3.6,1,0.0
0.3,2,1.46
1.38,1,2.82
1.28,6,2.58
5.72,3,0.0
0.5,1,1.45
0.77,1,1.0
5.8,1,0.0
1.0,3,1.0
1.7,1,2.0
10.09,1,6.16
4.22,1,0.0
4.1,1,3.0
1.1,1,0.0
4.2,2,0.0
1.23,1,1.86
0.0,1,0.0
2.95,3,3.16
1.75,1,1.62
10.1,1,7.0
1.16,2,0.0
1.07,1,1.96
1.79,1,0.0
0.96,1,0.0
15.87,1,0.0
1.93,1,2.56
0.6,1,1.55
0.9,1,0.0
1.06,1,1.76
1.14,1,2.33
2.7,1,0.0
0.7,1,0.0
0.97,1,3.54
0.94,1,0.0
1.28,1,0.0
2.9,1,1.5
1.43,1,0.0
1.3,1,2.55
2.99,2,1.0
0.21,1,1.0
0.48,1,1.0
2.19,1,0.0
0.8,1,0.93
1.14,1,1.76
1.7,1,2.66
0.58,1,0.0
0.6,0,0.0
0.3,1,1.35
0.59,1,0.0
1.1,1,2.9
4.37,1,3.66
8.13,1,2.83
0.5,1,1.55
1.37,1,2.45
8.55,3,6.56
1.74,1,1.92
0.72,2,3.26
1.49,1,1.62
0.4,1,1.46
17.1,1,0.0
2.8,3,3.55
1.46,1,0.0
0.54,1,1.66
0.63,1,0.0
1.11,1,2.64
3.5,0,0.0
0.9,2,0.0
0.93,1,2.06
1.6,1,0.0
0.77,1,1.96
1.2,1,0.0
1.43,1,0.0
1.78,1,1.57
0.47,1,1.66
12.55,1,20.0
1.7,1,0.0
2.7,1,3.35
3.8,2,0.0
2.9,2,3.35
1.3,1,1.0
0.61,1,0.0
19.3,1,2.22
4.31,1,3.12
1.5,0,2.25
1.64,1,1.5
1.16,1,1.96
2.0,1,3.2
1.48,2,2.36
0.5,1,1.1
5.44,3,3.74
1.46,1,0.0
0.92,5,2.16
0.23,6,0.0
1.81,1,3.45
3.8,1,4.16
15.77,1,12.28
1.44,1,2.56
0.74,1,1.0
2.9,3,2.0
1.31,5,2.46
1.1,4,0.0
3.7,1,2.0
0.0,1,0.0
2.5,1,0.0
6.3,1,5.0
0.41,1,1.66
1.4,1,1.18
2.02,1,2.86
3.01,1,0.0
16.2,2,12.25
1.8,1,2.85
3.04,2,3.76
1.0,2,2.75
1.32,2,1.0
2.5,1,0.0
1.04,1,0.0
2.27,2,1.28
5.9,3,0.0
1.0,2,1.95
1.4,1,2.36
2.71,4,3.36
4.1,1,0.0
1.96,1,2.0
2.1,1,3.95
1.4,1,2.06
0.78,1,1.96
0.74,2,0.0
1.02,1,1.86
1.5,1,0.0
0.73,1,0.0
1.77,4,3.2
0.74,1,0.0
0.8,1,1.95
1.0,1,0.0
2.2,1,0.0
1.1,1,1.75
5.34,3,0.0
3.4,2,3.45
1.86,1,1.7
11.5,1,0.0
1.29,1,0.0
2.3,4,0.0
0.92,1,1.66
2.6,4,2.96
1.49,1,0.0
3.1,1,0.0
2.65,1,0.0
1.56,1,0.0
1.36,1,0.0
2.3,3,3.05
2.29,5,3.32
3.8,1,4.35
3.16,2,0.0
3.9,3,0.0
1.96,2,0.0
0.3,4,1.7
1.63,5,2.36
0.71,1,1.76
1.06,1,2.58
1.6,1,3.95
0.5,3,0.0
2.5,1,3.06
1.9,1,3.25
4.9,2,0.0
1.76,1,0.0
1.54,1,2.26
1.85,1,3.69
1.6,1,0.0
1.7,0,3.3
1.4,0,1.2
0.0,0,8.05
0.61,2,2.58
1.41,1,2.96
1.5,1,2.56
1.06,2,1.96
6.79,1,2.0
6.54,1,5.16
3.3,1,3.35
1.14,1,2.16
19.1,1,0.0
5.9,1,4.56
5.1,1,5.82
4.1,3,3.36
2.9,5,2.76
2.15,1,2.0
3.55,2,3.36
1.67,1,2.46
0.66,1,1.56
1.93,1,1.0
4.0,1,2.67
1.1,1,1.0
0.0,1,7.06
2.04,1,2.82
1.4,1,0.0
6.66,1,4.86
1.72,1,2.26
1.47,1,2.06
4.21,2,3.96
0.8,1,0.0
0.7,2,1.32
0.96,2,0.93
1.08,1,2.58
1.89,1,1.5
0.9,1,1.85
3.21,1,3.16
1.81,2,2.36
0.81,1,0.0
0.68,2,1.76
0.6,1,1.76
6.95,5,2.0
2.23,1,2.56
0.81,6,1.36
1.1,1,1.0
0.48,2,0.0
1.31,1,2.26
0.84,5,0.0
1.17,1,1.0
4.05,4,3.76
0.0,1,0.0
1.1,4,1.76
0.62,2,1.46
1.26,4,1.96
11.95,2,10.85
4.57,1,2.0
0.6,2,1.95
0.68,2,0.0
5.03,1,4.46
0.5,1,0.34
1.21,1,2.16
0.97,2,2.94
1.9,1,0.0
3.78,2,3.46
1.3,1,0.0
1.6,0,0.0
1.95,1,0.0
2.34,5,0.0
10.13,1,0.0
1.78,2,0.0
1.3,3,2.06
0.57,5,1.56
10.1,2,7.85
11.63,1,0.0
1.08,1,1.47
0.76,1,1.06
3.9,3,3.65
1.2,1,2.0
2.52,1,3.0
1.44,3,2.45
1.14,5,0.0
1.4,1,2.06
0.9,4,0.93
1.62,1,2.16
2.98,2,1.11
0.91,5,1.56
3.4,1,3.66
2.5,1,1.0
0.68,1,1.46
1.64,1,2.06
1.4,1,2.25
2.07,5,0.0
0.7,1,1.75
0.98,5,0.0
3.88,1,2.0
2.2,1,3.45
1.76,1,1.92
0.41,1,2.04
2.8,1,2.0
1.5,2,0.0
6.27,1,0.0
2.42,1,0.0
20.02,2,11.78
0.54,5,0.0
4.45,1,4.7
2.2,1,2.0
2.74,1,4.46
0.78,1,1.86
0.95,1,1.67
2.42,5,4.06
1.9,0,0.0
1.8,1,2.65
6.3,2,5.35
1.71,1,2.0
2.86,5,1.0
2.73,1,3.16
0.9,1,2.0
0.7,1,0.0
1.02,2,1.0
5.6,1,4.85
11.03,2,8.48
1.65,1,2.26
1.29,1,2.06
18.51,1,0.0
0.6,2,0.0
2.04,1,0.0
1.12,1,1.0
1.42,4,5.0
2.87,1,2.0
0.0,2,12.84
2.2,1,3.7
0.0,1,10.0
17.22,1,0.0
1.41,2,0.0
1.9,1,2.85
1.4,1,0.0
3.4,1,3.56
0.56,2,1.0
3.73,3,3.46
0.88,1,1.0
0.35,5,1.46
0.8,1,1.0
0.95,2,1.16
0.2,1,0.0
13.29,3,0.0
1.7,1,2.2
0.63,1,1.66
1.8,1,1.0
2.61,6,4.32
0.92,1,0.0
0.7,4,1.96
1.09,1,2.06
9.7,1,0.0
3.4,1,3.45
5.8,1,5.15
19.59,3,0.0
9.16,1,7.0
2.18,1,2.0
1.21,1,1.86
1.64,1,2.76
1.03,1,1.76
1.88,2,1.23
2.32,1,3.83
0.5,0,1.0
2.39,2,2.2
3.5,1,3.35
4.16,1,0.0
4.67,1,4.06
1.17,1,3.39
0.9,1,1.86
1.2,1,1.96
2.1,2,2.75
2.51,2,1.0
3.65,1,2.0
1.39,1,1.86
4.89,1,4.26
1.04,2,0.0
1.85,1,1.0
8.09,4,0.0
2.0,2,2.65
0.59,1,1.76
0.76,1,1.76
0.51,1,0.0
0.93,2,0.0
1.79,1,2.26
0.8,1,1.6
1.12,1,2.45
1.55,1,2.36
8.33,1,0.0
0.9,1,2.05
2.73,3,0.0
1.1,1,2.05
1.6,2,1.0
1.1,1,1.96
16.5,1,10.58
0.94,1,0.0
0.6,1,0.0
3.83,2,3.0
0.6,1,0.0
1.4,1,0.0
10.8,1,8.55
0.29,1,0.0
0.8,1,1.5
0.93,2,1.24
3.06,1,2.96
1.7,1,0.0
6.66,2,0.0
0.6,1,1.45
0.7,1,1.75
0.44,1,0.7
1.46,1,2.26
1.62,1,0.0
10.35,2,5.0
0.71,2,1.66
2.52,1,0.0
1.07,5,0.0
16.78,2,0.0
10.24,1,0.0
